pdb_id,pdb_class
5nn0,hydrolase
5nn4,hydrolase
5nn5,hydrolase
5nn6,hydrolase
5nne,other
5nob,transferase
5np8,kinase
5npb,hydrolase
5npc,hydrolase
5npd,hydrolase
5npe,hydrolase
5npf,hydrolase
5npr,transferase
5nps,transferase
5nq5,kinase
5nqe,transferase
5nqr,hydrolase
5nr7,kinase
5nr8,hydrolase
5nra,hydrolase
5nrf,hydrolase
5nsp,transferase
5nsx,transferase
5nt0,transferase
5nt4,hydrolase
5ntk,other
5ntp,immune/signaling
5ntq,immune/signaling
5ntt,kinase
5ntw,immune/signaling
5nu1,immune/signaling
5nu3,transferase
5nu5,transferase
5nud,kinase
5nut,transferase
5nuu,hydrolase
5nvc,transferase
5nve,transferase
5nvf,transferase
5nvh,transferase
5nvv,ligase
5nvw,ligase
5nvx,ligase
5nvy,ligase
5nvz,ligase
5nw0,ligase
5nw1,ligase
5nw2,ligase
5nw7,isomerase
5nw8,kinase
5nwb,transferase
5nwc,transferase
5nwd,transferase
5nwe,hydrolase
5nwg,transferase
5nwh,hydrolase
5nwi,immune/signaling
5nwk,immune/signaling
5nwz,kinase
5nx2,GPCR
5nx9,lyase
5nxg,lyase
5nxi,lyase
5nxo,lyase
5nxp,lyase
5nxq,other
5nxv,lyase
5nxw,lyase
5nxx,transport/binding
5nxy,transport/binding
5ny1,lyase
5ny3,lyase
5ny6,lyase
5nya,lyase
5nyh,immune/signaling
5nyz,hydrolase
5nz2,hydrolase
5nz4,hydrolase
5nze,immune/signaling
5nzf,immune/signaling
5nzm,transferase
5nzn,immune/signaling
5nzo,oxidoreductase
5nzp,oxidoreductase
5nzq,oxidoreductase
5o07,lyase
5o0a,transferase
5o0b,transferase
5o0e,kinase
5o0j,kinase
5o0s,hydrolase
5o11,kinase
5o1a,transport/binding
5o1b,transport/binding
5o1c,transport/binding
5o1d,transport/binding
5o1e,transport/binding
5o1f,transport/binding
5o1g,transport/binding
5o1h,transport/binding
5o1i,transport/binding
5o1s,kinase
5o22,oxidoreductase
5o2d,other
5o3q,immune/signaling
5o3r,immune/signaling
5o45,other
5o48,transferase
5o4f,other
5o4s,transport/binding
5o4t,transport/binding
5o4y,other
5o4z,hydrolase
5o55,transport/binding
5o5a,transport/binding
5o5f,transport/binding
5o5h,transport/binding
5o5m,kinase
5o7e,protease
5o7i,kinase
5o7n,hydrolase
5o83,kinase
5o87,immune/signaling
5o8t,immune/signaling
5o91,kinase
5o9h,GPCR
5o9o,transferase
5o9p,transferase
5o9q,transferase
5o9r,transferase
5o9y,transferase
5oa2,transferase
5oa6,transferase
5oae,oxidoreductase
5oah,transport/binding
5oai,ligase
5oaj,immune/signaling
5oax,transport/binding
5obg,transport/binding
5obj,kinase
5obr,kinase
5oci,immune/signaling
5ocj,transferase
5od1,hydrolase
5od5,transport/binding
5ods,other
5odu,transport/binding
5odx,immune/signaling
5ody,transport/binding
5oei,transport/binding
5of0,protease
5ofi,transport/binding
5ofu,transferase
5ofv,oxidoreductase
5ofw,oxidoreductase
5ofx,transport/binding
5ogb,nuclear receptor
5ogl,transferase
5oh1,ligase
5oh2,ligase
5oh3,ligase
5oh4,ligase
5oh7,ligase
5oh9,ligase
5oha,ligase
5ohi,hydrolase
5ohj,hydrolase
5oht,hydrolase
5ohy,hydrolase
5oje,hydrolase
5ok3,kinase
5ok6,protease
5okt,kinase
5oku,transport/binding
5ol3,kinase
5olb,hydrolase
5olk,oxidoreductase
5om2,transport/binding
5om3,transport/binding
5om7,transport/binding
5om9,protease
5one,kinase
5oot,kinase
5op2,kinase
5op4,kinase
5op5,kinase
5op6,oxidoreductase
5op8,oxidoreductase
5opb,kinase
5opc,oxidoreductase
5opr,kinase
5ops,kinase
5opu,kinase
5opv,kinase
5oq4,kinase
5oq5,kinase
5oq6,kinase
5oq7,kinase
5oq8,kinase
5oqu,transferase
5oqw,protease
5or9,other
5orb,other
5org,transport/binding
5orh,transferase
5orj,transferase
5ork,transferase
5orl,kinase
5orr,kinase
5ort,kinase
5orv,kinase
5orw,kinase
5orx,kinase
5ory,kinase
5orz,kinase
5os0,kinase
5os1,kinase
5os2,kinase
5os3,kinase
5os4,kinase
5os5,kinase
5os7,transferase
5os8,transferase
5osd,kinase
5ose,kinase
5osk,other
5osl,transferase
5oss,hydrolase
5ost,hydrolase
5osy,hydrolase
5ot3,kinase
5ot8,transport/binding
5ot9,transport/binding
5ota,transport/binding
5otc,transport/binding
5otr,transferase
5otz,transferase
5ou1,oxidoreductase
5ou2,oxidoreductase
5ou3,oxidoreductase
5oua,kinase
5oug,transport/binding
5ouh,transport/binding
5oui,transport/binding
5oul,transferase
5ous,kinase
5ov8,transport/binding
5ov9,hydrolase
5ovc,other
5ove,immune/signaling
5ovf,immune/signaling
5ovg,immune/signaling
5ovh,immune/signaling
5ovi,immune/signaling
5ovp,other
5ovr,hydrolase
5ovv,other
5ovx,hydrolase
5ow1,hydrolase
5ow8,hydrolase
5owa,transport/binding
5owc,hydrolase
5owf,transport/binding
5owh,kinase
5owl,kinase
5ows,transferase
5owt,transferase
5ox5,oxidoreductase
5ox6,oxidoreductase
5oxg,kinase
5oxk,transport/binding
5oxl,transport/binding
5oxm,transport/binding
5oxn,transport/binding
5oy3,oxidoreductase
5oyd,hydrolase
5prc,other
5pzm,transferase
5pzn,transferase
5q0d,protease
5q0e,protease
5q0f,protease
5q0g,protease
5q0h,protease
5q0i,other
5q0j,other
5q0l,other
5q0m,other
5q0n,other
5q0o,other
5q0p,other
5q0q,other
5q0r,other
5q0s,other
5q0t,other
5q0u,other
5q0v,other
5q0w,other
5q0x,other
5q0y,other
5q0z,other
5q10,other
5q11,other
5q12,other
5q13,other
5q14,other
5q15,other
5q16,other
5q17,other
5q18,other
5q19,other
5q1a,other
5q1b,other
5q1c,other
5q1d,other
5q1e,other
5q1f,other
5q1g,other
5q1h,other
5q1i,other
5qa4,hydrolase
5qa5,hydrolase
5qa6,hydrolase
5qa7,hydrolase
5qa8,hydrolase
5qa9,hydrolase
5qaa,hydrolase
5qab,hydrolase
5qac,hydrolase
5qad,hydrolase
5qae,hydrolase
5qaf,hydrolase
5qag,hydrolase
5qah,hydrolase
5qai,hydrolase
5qaj,hydrolase
5qak,hydrolase
5qal,hydrolase
5qam,hydrolase
5qan,hydrolase
5qao,hydrolase
5qap,hydrolase
5qaq,hydrolase
5qar,hydrolase
5qas,hydrolase
5qat,hydrolase
5qau,hydrolase
5qav,hydrolase
5qaw,hydrolase
5qax,hydrolase
5qay,hydrolase
5qaz,hydrolase
5qb0,hydrolase
5qb1,hydrolase
5qb2,hydrolase
5qb3,hydrolase
5qbv,hydrolase
5qby,hydrolase
5qc4,hydrolase
5qck,protease
5qcl,protease
5qcm,protease
5qcn,protease
5qik,kinase
5qil,kinase
5qim,kinase
5qin,kinase
5qj2,oxidoreductase
5qj3,oxidoreductase
5qqo,protease
5qqp,protease
5qtt,protease
5qtu,protease
5std,lyase
5sve,hydrolase
5svi,other
5svk,other
5svl,other
5svx,other
5svy,other
5svz,transport/binding
5swf,hydrolase
5swg,kinase
5swh,kinase
5sxk,kinase
5sxm,other
5sxn,protease
5sy2,protease
5sy3,protease
5sym,protease
5syn,protease
5sys,kinase
5sz0,lyase
5sz1,lyase
5sz2,lyase
5sz3,lyase
5sz4,lyase
5sz5,lyase
5sz6,lyase
5sz7,lyase
5sz9,protease
5szb,transport/binding
5szc,transport/binding
5t18,kinase
5t19,hydrolase
5t1a,GPCR
5t1i,other
5t1k,immune/signaling
5t1l,immune/signaling
5t1m,immune/signaling
5t1s,kinase
5t1t,kinase
5t1u,protease
5t1w,protease
5t23,transferase
5t27,transferase
5t28,transferase
5t2b,transferase
5t2d,transferase
5t2g,transferase
5t2i,transferase
5t2l,transferase
5t2m,transferase
5t2p,immune/signaling
5t2t,transferase
5t2y,kinase
5t31,kinase
5t35,ligase
5t36,other
5t37,other
5t3n,kinase
5t4b,protease
5t4e,protease
5t4f,protease
5t4h,protease
5t4u,other
5t4v,other
5t52,transport/binding
5t54,transport/binding
5t5g,kinase
5t66,hydrolase
5t68,kinase
5t6f,protease
5t6g,protease
5t6j,other
5t6p,immune/signaling
5t6z,immune/signaling
5t70,immune/signaling
5t78,immune/signaling
5t7s,transport/binding
5t8e,nuclear receptor
5t8j,nuclear receptor
5t8o,kinase
5t8p,kinase
5t8q,kinase
5t8r,other
5t90,transport/binding
5t92,nuclear receptor
5t97,nuclear receptor
5t9u,isomerase
5t9w,isomerase
5t9z,isomerase
5ta2,isomerase
5ta4,isomerase
5ta6,kinase
5tb6,transferase
5tbe,kinase
5tbj,transferase
5tbm,other
5tbn,immune/signaling
5tbp,nuclear receptor
5tc0,kinase
5tca,protease
5tcc,protease
5tci,transferase
5tcj,transferase
5tco,kinase
5tcy,other
5td2,kinase
5td7,hydrolase
5tdb,ligase
5tdi,protease
5tdr,other
5tdw,other
5teg,transferase
5teh,kinase
5tex,kinase
5tfx,lyase
5tg1,protease
5tg2,protease
5tg4,protease
5tg5,protease
5tg6,protease
5tg7,protease
5tgc,immune/signaling
5tgy,other
5th2,immune/signaling
5th4,lyase
5th7,transferase
5thi,lyase
5thj,lyase
5thn,lyase
5tho,protease
5ti0,lyase
5ti2,other
5ti3,other
5ti4,other
5ti5,other
5ti6,other
5ti7,other
5tig,isomerase
5tiu,kinase
5tjx,protease
5tkb,protease
5tkd,kinase
5tkj,immune/signaling
5tkk,immune/signaling
5tks,protease
5tkt,protease
5tku,protease
5tl9,transferase
5tln,protease
5tmp,kinase
5tnt,protease
5to8,kinase
5tob,kinase
5toe,kinase
5tol,protease
5toz,kinase
5tp0,protease
5tpb,hydrolase
5tpc,hydrolase
5tpg,oxidoreductase
5tpx,transferase
5tq1,hydrolase
5tq3,kinase
5tq4,kinase
5tq5,kinase
5tq6,kinase
5tq7,kinase
5tq8,kinase
5tqe,protease
5tqf,protease
5tqg,protease
5tqu,ligase
5tr6,kinase
5trf,ligase
5trg,protease
5trh,kinase
5tri,kinase
5trj,kinase
5trk,kinase
5trr,protease
5trs,protease
5try,protease
5ts0,hydrolase
5tt3,lyase
5tt7,kinase
5tt8,lyase
5ttf,transferase
5ttg,transferase
5tts,kinase
5ttu,kinase
5ttv,kinase
5ttw,other
5tuo,lyase
5tuq,kinase
5tur,kinase
5tus,oxidoreductase
5tuy,kinase
5tuz,kinase
5tv1,immune/signaling
5tv3,lyase
5tvn,GPCR
5tw2,immune/signaling
5tw3,transferase
5tw5,immune/signaling
5twg,immune/signaling
5twh,immune/signaling
5twj,transferase
5twl,kinase
5two,nuclear receptor
5twx,other
5twz,kinase
5tx3,kinase
5tx5,kinase
5txy,lyase
5ty1,lyase
5ty8,lyase
5ty9,lyase
5tya,lyase
5tyh,kinase
5tyi,immune/signaling
5tyj,protease
5tyk,protease
5tyl,protease
5tyn,protease
5tyo,protease
5typ,protease
5tyr,protease
5tys,protease
5tz3,protease
5tza,protease
5tzc,protease
5tzd,transport/binding
5tzh,protease
5tzo,hydrolase
5tzw,protease
5tzx,protease
5tzy,hydrolase
5tzz,protease
5u00,protease
5u06,immune/signaling
5u0d,lyase
5u0e,lyase
5u0f,lyase
5u0g,lyase
5u0w,kinase
5u0y,kinase
5u0z,kinase
5u11,kinase
5u12,transferase
5u13,kinase
5u14,transferase
5u1q,immune/signaling
5u28,kinase
5u2c,kinase
5u2e,kinase
5u2f,kinase
5u2j,hydrolase
5u3b,hydrolase
5u48,transport/binding
5u49,transport/binding
5u4a,transport/binding
5u4b,transport/binding
5u4c,transport/binding
5u4d,transport/binding
5u4e,transport/binding
5u4f,transport/binding
5u4g,transport/binding
5u4x,transferase
5u5h,other
5u5k,other
5u5l,nuclear receptor
5u5t,transferase
5u62,transferase
5u66,immune/signaling
5u69,other
5u6b,kinase
5u6c,kinase
5u6d,other
5u6j,protease
5u6k,transport/binding
5u6v,other
5u7d,protease
5u7i,protease
5u7j,protease
5u7k,protease
5u7l,protease
5u7m,immune/signaling
5u7o,immune/signaling
5u8a,other
5u8c,transport/binding
5u8f,other
5u94,kinase
5u98,immune/signaling
5u9d,kinase
5u9i,immune/signaling
5uac,kinase
5uah,kinase
5ual,kinase
5ubt,kinase
5uc1,nuclear receptor
5uc4,immune/signaling
5uch,immune/signaling
5uci,immune/signaling
5ucj,immune/signaling
5ue4,protease
5ueu,immune/signaling
5uex,immune/signaling
5uey,immune/signaling
5uez,immune/signaling
5uf0,immune/signaling
5ufc,immune/signaling
5uff,immune/signaling
5ufi,ligase
5ufo,other
5ufp,other
5ufr,other
5ufs,nuclear receptor
5ug8,kinase
5ug9,kinase
5uga,kinase
5ugb,kinase
5ugc,kinase
5ugd,protease
5ugg,protease
5ugh,transferase
5ugm,nuclear receptor
5uhi,other
5uig,GPCR
5uiq,kinase
5uir,kinase
5uis,kinase
5uit,kinase
5uiu,kinase
5ujv,transport/binding
5uk8,kinase
5ukj,kinase
5ukk,kinase
5ukl,kinase
5ukm,kinase
5ul1,kinase
5ul5,isomerase
5ul6,immune/signaling
5ula,other
5ulg,isomerase
5uln,oxidoreductase
5ulp,transferase
5ult,protease
5umw,transport/binding
5umx,transport/binding
5umy,lyase
5umz,other
5un1,other
5un9,hydrolase
5unf,GPCR
5ung,GPCR
5unh,GPCR
5unj,nuclear receptor
5unp,kinase
5uoo,other
5uor,kinase
5uov,protease
5uox,kinase
5uoy,protease
5up0,protease
5up3,kinase
5upe,kinase
5upf,kinase
5upj,protease
5upz,protease
5uq9,oxidoreductase
5uqv,protease
5uqx,protease
5ur1,kinase
5ur5,other
5ur6,other
5ur9,transport/binding
5ura,transport/binding
5urj,protease
5urk,protease
5urm,protease
5usf,ligase
5usq,kinase
5usy,kinase
5usz,kinase
5ut0,kinase
5ut4,kinase
5ut6,kinase
5uuu,kinase
5uv1,transferase
5uv2,transferase
5uv5,kinase
5uvc,kinase
5uw5,lyase
5uwf,protease
5uwi,other
5uwj,other
5uwk,protease
5uwl,protease
5uwm,protease
5uwn,protease
5uwp,other
5ux4,hydrolase
5uxf,oxidoreductase
5uxm,transferase
5uxn,transferase
5uy8,transferase
5uyu,protease
5uz0,transferase
5uzj,kinase
5uzk,kinase
5v0n,protease
5v13,transport/binding
5v19,kinase
5v1b,oxidoreductase
5v1d,transferase
5v1y,other
5v24,kinase
5v2l,lyase
5v2p,transport/binding
5v2q,transport/binding
5v35,immune/signaling
5v37,kinase
5v3h,kinase
5v3o,ligase
5v3r,transport/binding
5v3x,kinase
5v3y,kinase
5v40,kinase
5v41,kinase
5v42,kinase
5v49,ligase
5v4b,ligase
5v4q,protease
5v5d,protease
5v5e,protease
5v5n,kinase
5v5o,immune/signaling
5v5y,kinase
5v6u,protease
5v6y,GPCR
5v79,kinase
5v7a,kinase
5v7i,kinase
5v7t,kinase
5v7w,kinase
5v82,kinase
5v83,hydrolase
5v84,other
5v86,hydrolase
5v88,hydrolase
5v8o,kinase
5v8p,protease
5v8q,nuclear receptor
5v8v,protease
5v9p,oxidoreductase
5v9t,oxidoreductase
5va9,protease
5vad,ligase
5var,oxidoreductase
5vb5,nuclear receptor
5vb6,nuclear receptor
5vb7,nuclear receptor
5vb9,immune/signaling
5vc3,kinase
5vc4,kinase
5vc5,kinase
5vc6,kinase
5vcv,kinase
5vcw,kinase
5vcx,kinase
5vcy,kinase
5vcz,kinase
5vd0,kinase
5vd1,kinase
5vd2,kinase
5vd3,kinase
5vdk,kinase
5vdr,transferase
5vds,transferase
5vdu,transferase
5vdv,transferase
5vdw,transferase
5vee,kinase
5vew,GPCR
5vex,GPCR
5vfc,other
5vfd,protease
5vfj,hydrolase
5vfm,hydrolase
5vfn,hydrolase
5vgi,oxidoreductase
5vgo,kinase
5vgy,lyase
5vh0,transport/binding
5vi6,protease
5vih,transport/binding
5vii,transport/binding
5vij,transport/binding
5vil,kinase
5vio,kinase
5vja,kinase
5vjn,kinase
5vjp,kinase
5vk0,ligase
5vkc,immune/signaling
5vkf,transport/binding
5vkm,transport/binding
5vl2,other
5vlh,hydrolase
5vlk,hydrolase
5vll,hydrolase
5vlp,hydrolase
5vlr,kinase
5vm0,other
5vm6,other
5vnb,other
5vnd,kinase
5vo1,kinase
5vo2,kinase
5vo6,kinase
5voj,protease
5vom,other
5vp0,protease
5vp1,protease
5vp9,protease
5vpm,protease
5vqe,hydrolase
5vqi,other
5vqq,transferase
5vqr,transferase
5vqs,transferase
5vqt,transferase
5vqu,transferase
5vqv,transferase
5vqw,transferase
5vqx,transferase
5vqy,transferase
5vqz,transferase
5vr8,oxidoreductase
5vrl,oxidoreductase
5vrp,protease
5vs6,hydrolase
5vsb,hydrolase
5vsc,kinase
5vsd,kinase
5vse,kinase
5vsf,kinase
5vsj,transferase
5vsk,protease
5vt1,kinase
5vt4,transferase
5vtb,transport/binding
5vwi,immune/signaling
5vwk,immune/signaling
5vyy,immune/signaling
5vzu,ligase
5vzy,immune/signaling
5w0e,other
5w0f,transferase
5w0i,transferase
5w0l,other
5w0q,transferase
5w10,hydrolase
5w12,protease
5w13,protease
5w14,protease
5w19,transferase
5w1e,other
5w1v,immune/signaling
5w1w,immune/signaling
5w2p,transferase
5w2q,transferase
5w2s,transferase
5w38,immune/signaling
5w3i,protease
5w44,protease
5w4e,other
5w4r,other
5w4s,kinase
5w4v,other
5w4w,kinase
5w5j,kinase
5w5k,hydrolase
5w5o,kinase
5w5s,immune/signaling
5w5u,immune/signaling
5w5v,kinase
5w6e,protease
5w6i,immune/signaling
5w6o,kinase
5w6r,immune/signaling
5w6t,immune/signaling
5w6u,immune/signaling
5w73,protease
5w7i,transferase
5w7j,transferase
5w7u,protease
5w7x,other
5w84,kinase
5w85,kinase
5w86,kinase
5w88,transport/binding
5w8h,oxidoreductase
5w8i,oxidoreductase
5w8j,oxidoreductase
5w8v,transferase
5w92,protease
5w94,other
5w99,transferase
5w9g,protease
5wa1,transport/binding
5wa4,transferase
5wa5,kinase
5wa6,protease
5wa7,protease
5wa8,hydrolase
5wa9,hydrolase
5wae,protease
5wag,protease
5wal,kinase
5wap,protease
5wb3,protease
5wb6,protease
5wbf,immune/signaling
5wbk,other
5wbl,other
5wbm,kinase
5wbo,kinase
5wbp,kinase
5wbq,kinase
5wbr,kinase
5wbz,kinase
5wcl,transport/binding
5wcm,protease
5wdc,protease
5wdj,oxidoreductase
5wdl,protease
5wdw,protease
5we9,protease
5web,protease
5wef,protease
5wei,protease
5wej,protease
5wep,kinase
5wev,kinase
5wew,kinase
5wex,oxidoreductase
5wf3,protease
5wf5,GPCR
5wf6,GPCR
5wf7,kinase
5wfc,kinase
5wfd,kinase
5wfj,kinase
5wfm,protease
5wfw,protease
5wfz,protease
5wg3,transferase
5wg4,transferase
5wg5,kinase
5wg6,kinase
5wg7,lyase
5wg8,protease
5wg9,protease
5wgd,nuclear receptor
5wgp,lyase
5wgq,nuclear receptor
5wh5,protease
5wh6,protease
5whc,hydrolase
5wi0,kinase
5wi1,kinase
5wic,other
5wii,other
5wij,kinase
5wik,kinase
5win,kinase
5wio,other
5wip,other
5wir,transport/binding
5wj6,protease
5wjj,kinase
5wkf,immune/signaling
5wkh,immune/signaling
5wkl,protease
5wkm,protease
5wl0,transferase
5wle,hydrolase
5wlg,immune/signaling
5wlo,protease
5wlt,GPCR
5wlv,GPCR
5wmg,other
5wmt,immune/signaling
5wo4,kinase
5wou,other
5wp5,transferase
5wpb,protease
5wqa,hydrolase
5wqc,GPCR
5wqd,other
5wqj,transferase
5wqk,transferase
5wr7,kinase
5wre,immune/signaling
5wrs,kinase
5ws3,immune/signaling
5wtt,other
5wuk,other
5wuu,other
5wvd,kinase
5wxf,protease
5wxg,hydrolase
5wxh,hydrolase
5wxo,protease
5wxp,protease
5wyq,transferase
5wyr,transferase
5wys,oxidoreductase
5wyx,immune/signaling
5wyz,immune/signaling
5wzr,hydrolase
5wzs,hydrolase
5wzt,hydrolase
5wzu,hydrolase
5wzv,hydrolase
5wzw,hydrolase
5x02,kinase
5x13,other
5x26,transferase
5x27,transferase
5x28,transferase
5x33,other
5x4m,other
5x4n,other
5x4o,other
5x4p,other
5x4q,other
5x54,other
5x5g,hydrolase
5x5o,kinase
5x62,transferase
5x72,transport/binding
5x73,transport/binding
5x74,transport/binding
5x79,kinase
5x8i,kinase
5x9h,other
5x9o,other
5x9p,other
5xaf,immune/signaling
5xag,immune/signaling
5xff,kinase
5xfj,kinase
5xg4,protease
5xg5,transport/binding
5xgh,transferase
5xgl,transport/binding
5xhr,hydrolase
5xhs,hydrolase
5xhz,transport/binding
5xig,ligase
5xih,ligase
5xii,ligase
5xij,ligase
5xiw,other
5xjm,GPCR
5xkm,hydrolase
5xmp,kinase
5xmr,kinase
5xms,kinase
5xmt,kinase
5xmu,kinase
5xmv,kinase
5xmx,nuclear receptor
5xn3,transferase
5xo2,immune/signaling
5xo7,hydrolase
5xof,immune/signaling
5xp7,kinase
5xpi,ligase
5xpl,other
5xpm,other
5xpn,other
5xpo,other
5xpp,other
5xqx,transferase
5xs2,transferase
5xs8,transport/binding
5xsr,kinase
5xst,kinase
5xsu,kinase
5xup,transport/binding
5xv7,transferase
5xva,transferase
5xvf,transferase
5xvg,transferase
5xvk,transferase
5xvq,transferase
5xvu,kinase
5xvw,other
5xw6,other
5xwr,transport/binding
5xxf,transport/binding
5xxk,ligase
5xyf,other
5xyx,kinase
5xyy,kinase
5xyz,kinase
5xzr,hydrolase
5y0f,transport/binding
5y0g,transport/binding
5y0x,transport/binding
5y0z,hydrolase
5y12,transport/binding
5y13,transport/binding
5y1u,other
5y1y,other
5y20,other
5y21,other
5y24,transport/binding
5y2f,hydrolase
5y3n,immune/signaling
5y3o,immune/signaling
5y48,hydrolase
5y53,other
5y59,other
5y5n,hydrolase
5y5t,kinase
5y5u,kinase
5y5w,other
5y6d,hydrolase
5y6e,hydrolase
5y6k,other
5y7h,hydrolase
5y7j,hydrolase
5y7k,hydrolase
5y7w,nuclear receptor
5y7z,kinase
5y80,kinase
5y86,kinase
5y8c,other
5y8w,other
5y8y,other
5y8z,other
5y93,other
5y94,other
5y97,other
5y9l,protease
5ya5,transferase
5yas,lyase
5yba,isomerase
5ybe,other
5ybi,hydrolase
5yc1,immune/signaling
5yc2,other
5yc3,other
5yc4,other
5yc8,GPCR
5yco,transport/binding
5ye7,protease
5ye8,protease
5ye9,protease
5yea,protease
5yf1,transferase
5yfs,isomerase
5yft,isomerase
5yfz,transferase
5yg2,transferase
5yg3,transferase
5yg4,transferase
5ygd,other
5ygf,other
5ygi,kinase
5yh8,transport/binding
5yhe,transport/binding
5yhg,other
5yhl,immune/signaling
5yia,protease
5yib,protease
5yic,protease
5yid,protease
5yie,protease
5yj8,other
5yjb,oxidoreductase
5yjf,transferase
5yji,transferase
5yjk,protease
5yjm,protease
5yjo,transferase
5yjp,protease
5yjy,oxidoreductase
5ykp,protease
5yl2,immune/signaling
5ylj,immune/signaling
5yls,immune/signaling
5ylt,kinase
5ylu,other
5ylv,other
5yof,protease
5yov,other
5yp5,nuclear receptor
5yp6,nuclear receptor
5ypo,other
5ypp,transferase
5ypw,transferase
5ypy,transferase
5yql,protease
5yqn,protease
5yqo,protease
5yqw,transport/binding
5yqx,other
5yr4,protease
5yr5,protease
5yr6,protease
5yso,other
5yto,oxidoreductase
5ytu,oxidoreductase
5yu9,other
5yum,transferase
5yun,transport/binding
5yv5,other
5yve,transport/binding
5yvx,transferase
5ywg,oxidoreductase
5ywx,kinase
5ywy,immune/signaling
5yy4,immune/signaling
5yy6,oxidoreductase
5yy9,transferase
5yyb,transport/binding
5yyf,other
5yyz,transferase
5yz2,transferase
5yz7,hydrolase
5yzc,immune/signaling
5yzd,immune/signaling
5z1c,protease
5z1d,kinase
5z1e,kinase
5z1r,other
5z1s,other
5z1t,other
5z4h,isomerase
5z4o,isomerase
5z5f,hydrolase
5z5v,other
5z66,hydrolase
5z68,transport/binding
5z7b,other
5z7j,hydrolase
5z89,hydrolase
5z95,hydrolase
5z99,transport/binding
5z9e,isomerase
5za1,other
5za2,hydrolase
5za7,kinase
5za8,kinase
5za9,kinase
5zae,kinase
5zaf,kinase
5zag,kinase
5zah,kinase
5zaj,kinase
5zbz,hydrolase
5zc5,hydrolase
5zcu,immune/signaling
5zdb,hydrolase
5zdc,hydrolase
5zdd,hydrolase
5zde,hydrolase
5zdf,hydrolase
5zdg,hydrolase
5zdp,oxidoreductase
5ze6,transferase
5zee,hydrolase
5zef,hydrolase
5zeq,protease
5zfi,protease
5zg0,transport/binding
5zg1,transport/binding
5zg3,transport/binding
5zgg,other
5zh2,ligase
5zh3,ligase
5zh4,ligase
5zh5,ligase
5zhj,transferase
5zhl,transferase
5zhm,transferase
5zhn,transferase
5zia,immune/signaling
5zjf,oxidoreductase
5zjy,transport/binding
5zjz,transport/binding
5zk3,GPCR
5zk5,transport/binding
5zk7,transport/binding
5zk8,GPCR
5zk9,transport/binding
5zkb,GPCR
5zkc,GPCR
5zku,hydrolase
5zla,hydrolase
5zlf,transferase
5zma,hydrolase
5zml,transport/binding
5zmq,protease
5zms,protease
5znc,transferase
5zni,transferase
5znl,hydrolase
5znp,other
5znr,other
5zo7,other
5zo8,other
5zo9,other
5zob,protease
5zoo,hydrolase
5zop,hydrolase
5zqo,kinase
5zqp,kinase
5zqq,kinase
5zqr,kinase
5zqu,nuclear receptor
5zr3,immune/signaling
5zt1,hydrolase
5ztn,kinase
5zty,GPCR
5zu0,transferase
5zuj,other
5zun,hydrolase
5zvw,other
5zw6,other
5zwe,other
5zwf,other
5zwh,other
5zwi,other
5zxi,nuclear receptor
5zxk,immune/signaling
5zyg,other
5zyh,other
5zyi,other
5zyj,other
5zyk,other
5zyl,other
5zym,other
5zys,other
5zz2,protease
5zz4,kinase
5zzw,transferase
6a03,immune/signaling
6a04,immune/signaling
6a1c,transferase
6a30,other
6a3n,hydrolase
6a5e,transferase
6a6k,other
6a6w,other
6a73,immune/signaling
6a80,transport/binding
6a84,transferase
6a87,transport/binding
6a8g,protease
6a8n,protease
6a93,other
6a94,other
6a9c,other
6a9o,oxidoreductase
6aa4,hydrolase
6aa5,hydrolase
6aad,ligase
6aah,kinase
6aaj,kinase
6aak,kinase
6aam,kinase
6aan,ligase
6aao,ligase
6aaq,ligase
6abk,ligase
6abp,transport/binding
6abx,transferase
6acb,protease
6aec,transferase
6aee,immune/signaling
6aeh,transferase
6aej,oxidoreductase
6af9,hydrolase
6afa,hydrolase
6afc,hydrolase
6afd,hydrolase
6afe,hydrolase
6aff,hydrolase
6afg,hydrolase
6afh,hydrolase
6afi,hydrolase
6afj,hydrolase
6afk,transferase
6afl,hydrolase
6afr,immune/signaling
6agg,ligase
6agk,immune/signaling
6agp,immune/signaling
6agt,ligase
6ahi,transferase
6ahs,protease
6ai9,ligase
6ajg,hydrolase
6ajh,hydrolase
6aji,hydrolase
6ajj,hydrolase
6ajr,transport/binding
6ajv,other
6ajx,other
6ajy,other
6ajz,other
6ak4,oxidoreductase
6ak6,transferase
6akw,oxidoreductase
6alc,other
6alz,protease
6am8,transferase
6ami,transferase
6an1,nuclear receptor
6anl,kinase
6aol,immune/signaling
6aom,immune/signaling
6aox,transport/binding
6aoy,transport/binding
6ap6,hydrolase
6ap7,hydrolase
6ap8,hydrolase
6apr,protease
6apw,ligase
6apz,transferase
6aqf,GPCR
6aqq,ligase
6aqs,transferase
6ar2,other
6ar4,transport/binding
6arj,transferase
6arm,transport/binding
6arn,transport/binding
6aro,transport/binding
6arv,transferase
6ary,protease
6as6,transferase
6as8,transport/binding
6asu,kinase
6asz,other
6at0,other
6atv,immune/signaling
6au2,transferase
6au5,immune/signaling
6au9,kinase
6aud,kinase
6aum,protease
6avi,nuclear receptor
6awn,transport/binding
6awo,transport/binding
6awp,transport/binding
6ax1,protease
6ax4,kinase
